http://auburn.craigslist.org/hab/4339291875.html,Stott Pilates Advanced Matwork DVD,32.592000,-85.518900,hab
http://auburn.craigslist.org/pts/4356134908.html,F250 rims and tires,0,0,pts
http://auburn.craigslist.org/fod/4356113508.html,Wood/coal heating outdoor boilers,0,0,fod
http://auburn.craigslist.org/sno/4356119026.html,HONDA FOREMAN 500 SPECIALTY PRICED,31.759500,-86.010700,sno
http://auburn.craigslist.org/pts/4356121326.html,2005 Ford Mustang Stock rims,0,0,pts
http://auburn.craigslist.org/bfd/4356084325.html,High Profit Potential Business For Sale,32.578200,-85.349000,bfd
http://auburn.craigslist.org/cto/4356117658.html,2007 f250,0,0,cto
http://auburn.craigslist.org/grd/4339920801.html,Triple Crown thornless blackberry plants,0,0,grd
http://auburn.craigslist.org/bod/4333172278.html,2012 Harris 220 Sunliner Pontoon ,0,0,bod
http://auburn.craigslist.org/bod/4317053806.html,Regal 2100 Bowrider,32.822400,-85.770400,bod
http://auburn.craigslist.org/bod/4317041245.html,2014 Harris FloteBote Pontoon,0,0,bod
http://auburn.craigslist.org/cto/4340487401.html,2004 Chevy Tahoe 130k miles Trade for jeep or truck,0,0,cto
http://auburn.craigslist.org/bod/4317007296.html,2014 Cobalt 220,32.822400,-85.770400,bod
http://auburn.craigslist.org/grd/4351217519.html,pine tree seedlings,31.898015,-85.599369,grd
http://auburn.craigslist.org/cto/4356109028.html,ford explore and Ranger,0,0,cto
http://auburn.craigslist.org/boa/4356100145.html,2000 Kawasaki Ultra 150,0,0,boa
http://auburn.craigslist.org/grd/4346327801.html,RED & BLACK Bantam ROOSTER COCKEREL,32.072600,-86.060600,grd
http://auburn.craigslist.org/sys/4356106723.html,"Great Condition Toshiba 15"" Laptop $350",32.592000,-85.518900,sys
http://auburn.craigslist.org/cto/4356092786.html,1991 Nissan 300ZX Twin Turbo,32.562200,-86.099400,cto
http://auburn.craigslist.org/vgm/4352817135.html,ps3,32.547500,-85.468200,vgm
http://auburn.craigslist.org/cto/4351611699.html,4×4 Ford Explorer,0,0,cto
http://auburn.craigslist.org/bik/4356094539.html,Mountain bike,0,0,bik
http://auburn.craigslist.org/boa/4356098068.html,glasstream boat,32.811300,-85.174900,boa
http://auburn.craigslist.org/fod/4355985533.html,cargo trailer,0,0,fod
http://auburn.craigslist.org/pts/4356082025.html,'' BRUSH GUARD FOR  DODGE '',0,0,pts
http://auburn.craigslist.org/fuo/4356084238.html,Black Glass 34+ inch TV Stand,0,0,fuo
http://auburn.craigslist.org/pts/4348005554.html,Jeep tires  wheels and spacers,0,0,pts
http://auburn.craigslist.org/pts/4348034349.html,Jeep front bumper with lights,0,0,pts
http://auburn.craigslist.org/pts/4355955559.html,2003 MERCEDES C240 LOADED AND VERY CLEAN NICE CAR AT A BARGAIN ,0,0,pts
http://auburn.craigslist.org/fuo/4315481917.html,Excellent love seat,32.547500,-85.468200,fuo
http://auburn.craigslist.org/for/4356067789.html,E-Z-GO,32.547500,-85.468200,for
http://auburn.craigslist.org/bab/4355940697.html,diaper bags +++++ more personalized,32.621100,-85.392900,bab
http://auburn.craigslist.org/bar/4350737216.html,Costa del Mar sunglasses,0,0,bar
http://auburn.craigslist.org/ele/4355566997.html,trio 9in tablet ,0,0,ele
http://auburn.craigslist.org/grd/4355733275.html,Bandsawn poplar and oak,0,0,grd
http://auburn.craigslist.org/clt/4355731544.html,6 Collector Knife Sets,0,0,clt
http://auburn.craigslist.org/cto/4355720040.html,1999 Chevy Tahoe,32.551000,-85.897800,cto
http://auburn.craigslist.org/fuo/4341222914.html,Antique vanity,0,0,fuo
http://auburn.craigslist.org/cto/4355706321.html,Mazda 626 2002 - LX sedan - $3500,32.547500,-85.468200,cto
http://auburn.craigslist.org/mob/4355705655.html,Like new Samsung Omnia for Verizon or flash 2 Pageplus..WiFi & more,32.861600,-85.216100,mob
http://auburn.craigslist.org/cto/4355699095.html,Honda Accord EX 2005,32.551000,-85.897800,cto
http://auburn.craigslist.org/mpo/4355686623.html,Hitch style motorcycle carrier and stand,32.861600,-85.216100,mpo
http://auburn.craigslist.org/sys/4355676663.html,Computer Monitor,0,0,sys
http://auburn.craigslist.org/pts/4346826706.html,Tires and Wheels Wanted!!!!,0,0,pts
http://auburn.craigslist.org/mpo/4330972575.html,1988-2005 Ninja250ex Parts ,32.547500,-85.468200,mpo
http://auburn.craigslist.org/pts/4330945109.html,2007-2010 Chevy 2500 6.6L Parts,32.592000,-85.518900,pts
http://auburn.craigslist.org/pts/4330973988.html,Dodge Ram Grill and Shell 2009 +,32.547500,-85.468200,pts
http://auburn.craigslist.org/cto/4330929740.html,1998 Honda Prelude,0,0,cto
http://auburn.craigslist.org/clo/4355671400.html,2 size 24 prom/pageant dresses $120 each obo,32.576800,-85.312000,clo
http://auburn.craigslist.org/for/4355589497.html,trio 9in tablet ,32.547500,-85.468200,for
http://auburn.craigslist.org/msg/4334822710.html,Alto Saxophone Case $20,0,0,msg
http://auburn.craigslist.org/vgm/4326754837.html,Nvidia Sparkle gtx 460 GPU,32.576800,-85.312000,vgm
http://auburn.craigslist.org/clo/4326786331.html,Mens New Northface Jacket,32.576800,-85.312000,clo
http://auburn.craigslist.org/cto/4355597000.html,Hummer H3 2007 ,31.794500,-85.965500,cto
http://auburn.craigslist.org/mat/4355621052.html,New Cutler Hammer Safety Disconnect Model DG324UGK ,31.506600,-86.366300,mat
http://auburn.craigslist.org/spo/4352691766.html,Auburn collectors Young Talons statue,0,0,spo
http://auburn.craigslist.org/spo/4352693659.html,Auburn collectors   Eagle's Wing statue,0,0,spo
http://auburn.craigslist.org/rvs/4341338211.html,SELL/TRADE 26' Keystone sprinter fifth wheel 1/2 ton towable,0,0,rvs
http://auburn.craigslist.org/for/4355608973.html,Fish tank ,0,0,for
http://auburn.craigslist.org/clo/4355590557.html,Young Ladies or Girls Clothes Size 0 and XS,31.506600,-86.366300,clo
http://auburn.craigslist.org/boa/4344184305.html,2006 Sea-Doo RXP,32.916400,-85.936800,boa
http://auburn.craigslist.org/jwl/4332320653.html,~~~~~~~1.2 CT Emerald-Cut Diamond Ring~~~~~~~,0,0,jwl
http://auburn.craigslist.org/for/4355523058.html,metal foldable shelf 10$,0,0,for
http://auburn.craigslist.org/gms/4355251570.html,Moving/garage sale,32.547500,-85.468200,gms
http://auburn.craigslist.org/mcy/4355234232.html,1998 Honda Goldwing,32.621100,-85.392900,mcy
http://auburn.craigslist.org/mat/4321054604.html,USED METAL TRUSSES AND NEW METAL ROOFING,0,0,mat
http://auburn.craigslist.org/art/4355195824.html,Art ,0,0,art
http://auburn.craigslist.org/boa/4355191064.html,Trade golf course lot for boat,32.764326,-85.796700,boa
http://auburn.craigslist.org/wan/4355189692.html,paint job,32.621100,-85.392900,wan
http://auburn.craigslist.org/bod/4343913704.html,2008 Cobalt 222,0,0,bod
http://auburn.craigslist.org/bod/4347746919.html,1998 Harris Kayot Commodore Pontoon,0,0,bod
http://auburn.craigslist.org/cto/4355173819.html,2002 F-250 7.3 Lariat Powerstroke 4x4 w/118k,0,0,cto
http://auburn.craigslist.org/rvs/4355171547.html,2004 King of the Road 5th Wheel RV,0,0,rvs
http://auburn.craigslist.org/mcy/4355158472.html,Yamaha TTR 50,32.916400,-85.936800,mcy
http://auburn.craigslist.org/pts/4355158288.html,CHEVY COLORADO FOLDING BED COVER,31.905100,-85.165600,pts
http://auburn.craigslist.org/bfd/4340157260.html,Restoring headlights for cash profit,0,0,bfd
http://auburn.craigslist.org/cto/4346369340.html,2007 BUICK LUCERNE CXL  (extra clean),0,0,cto
http://auburn.craigslist.org/cto/4326112565.html,2011 Nissan Versa (extra clean ),0,0,cto
http://auburn.craigslist.org/cto/4355122437.html,2009 chevy 2500 HD,0,0,cto
http://auburn.craigslist.org/cto/4355132943.html,2002 Dodge Ram 1500 Quad Auto,32.464600,-85.020600,cto
http://auburn.craigslist.org/mob/4355125423.html,Looking for Mophie Juice Pack for iphone 5,32.621100,-85.392900,mob
http://auburn.craigslist.org/cto/4355114510.html,1999 Chrysler 300m,0,0,cto
http://auburn.craigslist.org/fuo/4355123775.html,Wooden Bunk Beds with mattresses ,32.547500,-85.468200,fuo
http://auburn.craigslist.org/mob/4355111618.html,iPhone 4S 16GB,32.547500,-85.468200,mob
http://auburn.craigslist.org/grd/4355119456.html,BARBED WIRE 4 POINT 12-1/2 GAUGE,32.782700,-85.647400,grd
http://auburn.craigslist.org/fuo/4355117003.html,Full headboard,0,0,fuo
http://auburn.craigslist.org/clo/4342497292.html,women shoes new,32.547500,-85.468200,clo
http://auburn.craigslist.org/for/4340352057.html,ecco shoes,0,0,for
http://auburn.craigslist.org/cto/4323916042.html,2006 Scion Tc Special Edition Panoramic Sunroof LOW MILES 57K UPGRADES,32.608091,-85.490323,cto
http://auburn.craigslist.org/for/4355051582.html,GARAGE DOOR OPENER,32.609699,-85.480797,for
http://auburn.craigslist.org/cto/4331403216.html,trade for 4x4,0,0,cto
http://auburn.craigslist.org/grq/4355039049.html,$12750 Brand New 25DU 18' Dexter Axle Dump Trailer,0,0,grq
http://auburn.craigslist.org/grd/4351744945.html,!!! Chicks !!!!!,0,0,grd
http://auburn.craigslist.org/ele/4338802824.html,Tablet Motorola Xoom 32 gb wifi,32.811300,-85.174900,ele
http://auburn.craigslist.org/jwl/4338807027.html,watch mens GIOVINE ,32.811300,-85.174900,jwl
http://auburn.craigslist.org/spo/4322213719.html,Diamond Razor Edge Bow,0,0,spo
http://auburn.craigslist.org/pts/4349268046.html,tires Michelin hydro edge 235 60 16,0,0,pts
http://auburn.craigslist.org/cto/4354667950.html,1997 TOYOTA CAMRY LE $2950.00 OBO,0,0,cto
http://auburn.craigslist.org/pts/4354715406.html,16 inch rims,0,0,pts
http://auburn.craigslist.org/fuo/4325911369.html,Great BAR for your frat house or college home!,32.562200,-86.099400,fuo
http://auburn.craigslist.org/pts/4354701576.html,1998-BUICK,32.607788,-85.488724,pts
http://auburn.craigslist.org/fuo/4354639985.html,SOFA  LOVE-SEAT  & RECLINER/ROCKER  ESTATE SALE!,0,0,fuo
http://auburn.craigslist.org/mcy/4350636434.html,2007 Honda Shadow 600 - ALMOST PERFECT!!,0,0,mcy
http://auburn.craigslist.org/for/4354669689.html,pull out sofa,0,0,for
http://auburn.craigslist.org/fuo/4354665857.html,pull out sofa,0,0,fuo
http://auburn.craigslist.org/cto/4332897848.html,BMW 335i,0,0,cto
http://auburn.craigslist.org/hsh/4333714291.html,Floor lamp,0,0,hsh
http://auburn.craigslist.org/grd/4333728596.html,Gazebo,0,0,grd
http://auburn.craigslist.org/sno/4344384519.html,Club Car Precedent Golf Cart,0,0,sno
http://auburn.craigslist.org/for/4354645931.html,pet carrier ,0,0,for
http://auburn.craigslist.org/sno/4354593096.html,1993 Jeep Wrangler ,0,0,sno
http://auburn.craigslist.org/sno/4354665200.html,Front & back basket for 4wheeler,32.925200,-85.442600,sno
