http://WashingtonDC.craigslist.org/mld/app/4356164063.html,Portable Washing Machine and Dryer,38.998200,-77.033800,mld
http://WashingtonDC.craigslist.org/doc/bik/4349065768.html,1965 - 48cm ladies Hercules 3spd - rack  new tires  chrome fenders  ,38.815770,-77.052612,doc
http://WashingtonDC.craigslist.org/nva/jwl/4356164005.html,silver Roman glass pendant and chain,38.770700,-77.449400,nva
http://WashingtonDC.craigslist.org/nva/fuo/4335588709.html,Elegant Patio Set w/2+2 swivel chairs and umbrella,38.845800,-77.324200,nva
http://WashingtonDC.craigslist.org/mld/bab/4356163855.html,White wood / glass storage cabinet,0,0,mld
http://WashingtonDC.craigslist.org/nva/fuo/4335595612.html,Beautiful Porch Swing loveseat for Patio,0,0,nva
http://WashingtonDC.craigslist.org/nva/ele/4356153287.html,90's model OEM GM/Chrysler Car Stereo - New in BOX,38.719200,-77.107300,nva
http://WashingtonDC.craigslist.org/nva/msg/4356163657.html,Epiphone Dot Deluxe Archtop Electric Guitar with Gold Hardware,38.676000,-77.316300,nva
http://WashingtonDC.craigslist.org/nva/jwl/4356163445.html,pendant Roman Glass ,38.770700,-77.449400,nva
http://WashingtonDC.craigslist.org/nva/fuo/4335598077.html,Excellent condition Armoire,38.845800,-77.324200,nva
http://WashingtonDC.craigslist.org/mld/for/4356150409.html,Plush Carpet and Paddding - Brand New - Neutral Beige Color - $125 OBO,39.053185,-76.949100,mld
http://WashingtonDC.craigslist.org/nva/msg/4351509507.html,BABY GRAND PIANO like NEW!! (move&tune included),38.819500,-77.455800,nva
http://WashingtonDC.craigslist.org/nva/hsh/4356163315.html,Mikasa Fine China 90-piece service for 12,38.681600,-77.260500,nva
http://WashingtonDC.craigslist.org/nva/pho/4356163192.html, Sony VX1000 3-Head MiniDV Camcorder - For Parts,38.819500,-77.455800,nva
http://WashingtonDC.craigslist.org/nva/bab/4337115174.html,Kidkraft Wooden Workbench w/Tools ,0,0,nva
http://WashingtonDC.craigslist.org/nva/mob/4331916137.html,Brand New Sony Xperia Z Ultra 6833 LTE - unlocked!,0,0,nva
http://WashingtonDC.craigslist.org/nva/msd/4348779209.html,We buy your piano!,38.835128,-77.454429,nva
http://WashingtonDC.craigslist.org/nva/for/4332815024.html,Dresser Top Valet,0,0,nva
http://WashingtonDC.craigslist.org/nva/jwl/4356162869.html,citrine  diamond white gold ring,38.770700,-77.449400,nva
http://WashingtonDC.craigslist.org/mld/art/4356162717.html,stained glass starburst,39.039652,-76.995192,mld
http://WashingtonDC.craigslist.org/nva/ele/4356162704.html,Vintage matched set - Adcom Amp & Preamp/Tuner,38.819500,-77.455800,nva
http://WashingtonDC.craigslist.org/nva/tix/4328139501.html,Capitals vs Boston Bruins - Two Tickets Fifth Row Center Ice UL 3/29,0,0,nva
http://WashingtonDC.craigslist.org/nva/pts/4318836426.html,SUBWOOFER  FOR SALE!!,0,0,nva
http://WashingtonDC.craigslist.org/nva/cto/4356139144.html,2005 Subaru Impreza WRX STI Fully Built ,38.830700,-77.214200,nva
http://WashingtonDC.craigslist.org/mld/ele/4356162477.html,Entertainment Center ,0,0,mld
http://WashingtonDC.craigslist.org/nva/clt/4326816480.html,Rolling Stones Records - Vinyl Record Album,38.299500,-77.477200,nva
http://WashingtonDC.craigslist.org/nva/clt/4326809321.html,Beatles Records - Vinyl Record Album,38.299500,-77.477200,nva
http://WashingtonDC.craigslist.org/nva/art/4356162236.html,Fufu Bowl ,0,0,nva
http://WashingtonDC.craigslist.org/nva/ele/4332648137.html,RTR  Series III  Speakers,38.299500,-77.477200,nva
http://WashingtonDC.craigslist.org/nva/for/4356158436.html,Car Cover-SUV,38.806000,-77.052900,nva
http://WashingtonDC.craigslist.org/mld/fuo/4326333678.html,Kitchen table and 4 arm chair with wheels,39.070912,-76.977081,mld
http://WashingtonDC.craigslist.org/nva/pts/4356158399.html,2005 Escalade headrests pewter gray,0,0,nva
http://WashingtonDC.craigslist.org/mld/bab/4348026721.html,New pink baptismal frame,0,0,mld
http://WashingtonDC.craigslist.org/mld/tag/4335737987.html,Stone Oynx Chess Set,39.063449,-76.972790,mld
http://WashingtonDC.craigslist.org/mld/cto/4343736360.html,2004 Toyota Sequia Limited,0,0,mld
http://WashingtonDC.craigslist.org/nva/zip/4356158233.html,Kids Table and Chairs,0,0,nva
