http://auburn.craigslist.org/cto/4353208873.html,2003 ford f150 119k miles on it wouldnt mind a trade  ,0,0,"
		have a 03 ford f150 hate to get rid of it but im in need of something a little bit more fuel efficient I moved here for college and im about 4 hours away from home and yes im open for a trade just let me know the truck has a perfect bill of health there is not a single thing mechanically wrong with it has low miles 119k regular oil changes are done just had a new break system put in brand new tires + rotors ect drives smooth and strong its a 2wd and its a v8 comfortable seating ect now the cons to it.. the truck has about 300$ worth of physical repair the previous owner hit a small thin pole and dented the bumper and caused the air bags to blow it has minor dents in it. needs a new side mirror and has one spare rem on it but that's it its a great truck so if interested please do not hastate to give me a call or text my number is 251-978-8450 thank you  
	"
http://auburn.craigslist.org/cto/4344858700.html,1999 BOX VAN,32.305300,-85.167700,"
		A/C +GOOD TIRES.ALL MILES ARE OPEN ROAD MILES.187000 MILES
	"
http://auburn.craigslist.org/mcy/4345227444.html,2007 Yamaha Road Star,33.216900,-85.405700,"
		This is a 2007 Yamaha Road Star 1700. It is two tone red color. It has a detachable windshield + front floor boards + sissy bar and stock pipes and seat. It is in great condition. I am the only owner it has been kept out of the weather. No scratches or dents. Great bike for long trips or just riding around.  Also willing to trade for small car of equal value.
	"
http://auburn.craigslist.org/bod/4354508068.html, 2012 Malibu 23LSV Wakesetter on trailer ,0,0,
http://auburn.craigslist.org/pts/4357343243.html,2010 FX2 Wheels for sale or trade,0,0,"
		stock michelin wheels off a 2010 FX2 F-150 $750 text (706)984-5159.
	"
http://auburn.craigslist.org/pts/4357327875.html,Midsize SUV Cover from CoverMates,32.612637,-85.461077,"
		Midsize SUV Cover. Purchased for Honda CRV from The Cover Store. New in package - never opened. Dimensions - 76 inches wide + 109 inches long and 56 inches high. Retails for $70.
	"
http://auburn.craigslist.org/mcy/4357321756.html,2006 Polini 50cc,42.747200,-76.677500,"
		Proven winner in the 50cc class
	"
http://auburn.craigslist.org/fuo/4351890700.html,Coffee table,32.547500,-85.468200,"
		Beige coffee table with glass top. No scratches + very little use.
	"
http://auburn.craigslist.org/fuo/4351893717.html,Floral chair and ottoman,32.547500,-85.468200,"
		Colorful green + rose + beige chair with ottoman.  Very little use + no stains + no tears
	"
http://auburn.craigslist.org/mcy/4357309616.html,2007 450KXF,42.747200,-76.677500,
http://auburn.craigslist.org/cto/4357291498.html,2002 ford ranger ,32.835500,-86.642500,"
		i have a 2002 ford ranger in good condition it needs a parking light on the driver side it has a brand new radiator and condenser in it 197k miles on it im asking $4500 obo i can send pics text me at 334-306-1515
	"
http://auburn.craigslist.org/clo/4357298971.html,New Wedding Gown Needs a Bride! Size 4-6,33.752500,-84.388800,
